Country,Region,Project Name,Project Description,Status,Project URL,Effective Date,Commitment Amount,Pre/Post Paris Agreement,Year,Sector,Climate-Related
India,South Asia,Madhya Pradesh Skills Development Project,The proposed Asian Development Bank loan will reinforce GOMP s efforts to modernize and reform the state s technical and vocational education and training (TVET) system so that its workforce can be equipped with the skills required by the growing secondary and tertiary sectors.,Closed,http://www.adb.org/projects/48493-001/main,01 Dec 2016,975000.0,1,2016,Education,No
Nepal,South Asia,South Asia Subregional Economic Cooperation Roads Improvement Project,"The project will rehabilitate and upgrade in terms of capacity, quality, and safety, about 160 kilometers (km) of Nepal's strategic road network, which comprise a critical section of the country's main East-West highway and its feeder road. It will improve transport connectivity in Nepal, with a focus on providing faster and better access to social services and economic opportunities. The project roads are also integral to the international and regional road network system that connects Nepal to India, and will facilitate closer trade integration and contribute to Nepal's export competitiveness. The project will have a transformational impact by facilitating national and regional integration.",Active,http://www.adb.org/projects/48337-002/main,02 Feb 2017,138060000.0,1,2017,Transport,No
Regional,Regional,Strengthening Conduct of Economic Analysis of Project and Program Investments in Developing Member Countries,"The proposed TA is designed to strengthen the capacity of DMC officials/technical staff to carry out economic analysis through the preparation of methodological studies and sector specific handbooks detailing the analytical techniques to improve rigor of economic analysis in various sectors and conduct of economic analysis training. The outputs of the TA aim to promote allocative efficiency, equity considerations and project sustainability of projects being implemented by DMCs. The proposed TA will also complement the ongoing updating of the Guidelines on Economic Analysis of Investment Projects that focuses on new areas such as valuation of economic benefits of projects that support green and low carbon growth or that support regional economic cooperation and integration, economic benefits of urban development projects and economic analysis of other development interventions.",Closed,http://www.adb.org/projects/50279-001/main,29 Nov 2016,1000000.0,1,2016,Public sector management,No
Philippines,South East Asia,Strengthening Tax and Fiscal Policy Capacity for Inclusive Growth,"The proposed technical assistance (TA) supports the Department of Finance (DOF) of the Philippines to develop sound tax and fiscal policy through policy-oriented analysis and communication of fiscal and economic policy priorities with stakeholders.The TA will support the development of the strategy, economics, and results group''s (SERG) policy and advisory role and, in particular, enhance SERG''s capacity under the DOF. To develop sound tax and fiscal policy through policy-oriented analysis and communicating fiscal and economic policy priorities with stakeholders, SERG requires ADB''s support in (i) providing technical advice on the design of priority reforms, (ii) enhancing quantitative and qualitative analytical research skills for policy reform, (iii) communicating policy reform agenda and research outputs to stakeholders; and (iv) tax administration capacity strengthened.",Active,http://www.adb.org/projects/50331-001/main,16 Dec 2016,3800000.0,1,2016,Public sector management,No
Viet Nam,South East Asia,Greater Mekong Subregion (GMS) Corridor Connectivity Enhancement Project,"The ensuing loan will finance improvement of international and national transport connectivity of underdeveloped provinces of Vietnam by improving accessibility to GMS corridors. The project aims to expand the benefits of the GMS corridors to the northwestern provinces, where high poverty incidence is reported, by enhancing the road connectivity between the Noi Bai-Lao Cai Expressway and the provinces of Lao Cai, Lai Chau and Yen Bai through rehabilitation of National Highway (NH) 279 and NH32 and upgrading of Provincial Road (PR)175 to an NH.",Closed,http://www.adb.org/projects/50098-001/main,17 Feb 2017,1800000.0,1,2017,Transport,No
Myanmar,South East Asia,Irrigated Agriculture Inclusive Development Project,"The sector project will increase agricultural value added by improving irrigation and strengthening agricultural value chains in three regions of Myanmar's central dry zone (CDZ). It will support the development of district-wide agricultural value chains and the modernization of irrigation systems in Magway district of the Magway region, Shwebo district of the Sagaing region, and Meiktila and Yamethin districts in the Mandalay region during a 7-year implementation period. The irrigation system rehabilitation and modernization component will cover about 20,000 hectares (ha) and benefit about 24,000 households. Parallel to the Asian Development Bank (ADB) project, cofinancing from the Agence Franaise de Dveloppement (AFD) will strengthen local, regional, and national capacity for integrated water resources management (IWRM).",Active,http://www.adb.org/projects/47152-002/main,21 Jun 2017,7200000.0,1,2017,"Agriculture, natural resources and rural development",No
Myanmar,South East Asia,Equipping Youth for Employment Project,"Building on ongoing Asian Development Bank (ADB) technical assistance (TA) support, the proposed Equipping Youth for Employment Project (EYE) -- formerly titled Preparing Youth for the Workplace Sector Development Program -- will provide cohesive support to secondary education subsector (SES) and technical and vocational education and training (TVET) reforms, to ensure these subsectors are mutually aligned and collectively serve Myanmar s evolving labor market and socioeconomic context. [[FOOTNOTE: In partnership with Australia via 2 cofinanced TAs, ADB is the only development partner organization (DPO) currently supporting SES, and is one of a small number of DPOs supporting TVET, with ADB providing support via these TAs as well as a TVET-focused TA financed by the Japan Fund for Poverty Reduction. ]] The Project will combine policy-level and investment-level support for rationalization of SES and TVET and address key interlinked challenges in subsector management, access, and quality and relevance via 3 outputs: (i) policy frameworks and capacities for cohesive, workforce-responsive SES and TVET enhanced; (ii) new SES curriculum delivered and access expanded; and (iii) new TVET programs introduced and access expanded. The Program will provide programmatic support to nationwide reforms, as the main support to SES within the forthcoming National Education Strategic Plan (NESP) for 2016-2021 and closely coordinated with other development partner organization (DPO) support for TVET. The EYE is included in ADB's Myanmar country program for 2016.",Active,http://www.adb.org/projects/48431-003/main,19 Jun 2017,42290000.0,1,2017,Education,No
Regional,Regional,Public Sector Accounting Standards (Sixth Phase),,Closed,http://www.adb.org/projects/50283-001/main,27 Dec 2016,330000.0,1,2016,Public sector management,No
People's Republic of China,East Asia,Creating Enabling Environments for Gradual Rural-Urban Migration and Urban Settlements Development in Chuxiong Yi Autonomous Prefecture,"The integration of rural migrants in urban areas as permanent urban residents is one of the priorities to achieve _people-oriented urbanization_ as set forth in the National Plan on New Urbanization (2014 -2020) and the Thirteenth Five-Year Plan, 2016- 2020. This priority reflects that the PRC lags behind in urbanization, compared to developed countries when they attained per capita incomes similar to the PRC. In 2014, the PRC's urbanization rate was 54.8%. However, when rural migrants in urban areas without urban hukou (household registration) were discounted, the urbanization rate was only 36.7%. The majority of rural migrants - about 236 million in 2013, predominantly males and single females in their 20s or 30s - reside in urban areas in the short term (less than 6 months) or long term (more than 6 months) without becoming permanent urban residents (with urban hukou), while leaving married women, children, and the elderly in their home villages. Against this background, the the PRC Government aims to (i) grant urban residencies to about 100 million rural migrants living in urban areas with rural hukou, (ii) rebuild urban villages for another 100 million people, and (iii) develop small towns and cities for 100 million more people in the poor central and western regions during the plan period 2016 -2020.  Chuxiong Yi Autonomous Prefecture, located in central Yunnan Province, forms part of the PRC's poverty-stricken western region. It is the home of several ethnic minority groups (the largest is the Yi), which in 2015 accounted for more than 35% of the population. The prefecture is mountainous, with only 8.3% of the land area classified as flatland. It is prone to natural hazards such as landslides and floods, which severely hit poor rural areas. The per capita income of rural households in the prefecture was CNY8,327 in 2015, barely one-third of that of urban households (CNY26,763), and well below the rural per capita income at the national level (CNY11,422). Because of its sociogeographic characteristics and poor transport infrastructure, which are also common to other poor prefectures in the PRC''s central and western regions, the prefecture lags in economic development and industrialization, which negatively affects the urbanization rate (40.4% in 2015, lower than Yunnan Province [43.3%] and the PRC [56.1%]). Even labor-intensive, resource-based manufacturing with low entry barriers remains underdeveloped and has generated little stable employment for rural migrants. The prefecture is, therefore, trapped in a vicious circle low industrialization leads to slow rural urban migration and urbanization and, consequently, slow progress in poverty reduction.  In 2010, the Chuxiong Prefecture Government''s Policy Research and Legislative Advisory Office conducted a study to develop policy recommendations promoting gradual migration of the rural population to urban areas: first, rural -rural migration from mountainous areas to semi-mountainous and flatland areas; second, rural -urban migration without the change of household registration (long-term rural migrants in urban areas); and third, rural -urban migration with the change of household registration (permanent urban residents). Some of the recommendations were incorporated in the prefecture government plan documents, such as the Chuxiong Prefecture New Type Urbanization Plan, 2014 -2020, and the Chuxiong Prefecture Rural Poverty Reduction Plan, 2011- 2020. The study also had impacts beyond Chuxiong, providing a reference for other similar prefectures in the central and western regions. Since the study, however, policy and economic environments have changed, requiring a new study of rural migrants and returnees.",Closed,http://www.adb.org/projects/49279-001/main,19 Dec 2016,400000.0,1,2016,Industry and trade,Yes
Regional,Regional,Key Indicators for Asia and the Pacific 2018-2020 – Key Indicators for Asia and the Pacific 2018 (Subproject 1),"The proposed subproject is part of the cluster regional research and development technical assistance that will support the preparation of the flagship publication the Key Indicators for Asia and the Pacific (KI) for the next 3 years. The publication provides (i) the latest comprehensive compendium and analysis of trends in economic, social, financial, and environmental indicators including those pertaining to the Sustainable Development Goals (SDGs) for ADB's regional members; (ii) a unique set of reliable and accurate statistics on global value chains (GVCs) that capture trade links across countries and industries while accounting for the complex input output relationships involved in producing goods and services; and (iii) a special chapter that provides in-depth, data-intensive analysis of an important policy issue. In addition to disseminating its statistics through print and digital media, ADB's statistical database system (SDBS) the associated online database of the Key Indicators enables users to access and analyze statistics on economic and social themes. The statistics portal, a related online resource accessible to ADB staff, disseminates information on data resources available in ADB and offers links to non-ADB data resources.",Closed,http://www.adb.org/projects/50160-002/main,25 Nov 2016,1000000.0,1,2016,Education,No
Pakistan,Central and West Asia,Access to Clean Energy Investment Program,"The proposed Asian Development (ADB) assistance will contribute to Pakistan''s national goal of enhanced energy security. The program will be implemented over a period of 5-10 years and will support the provincial governments of Khyber PakhtunKhwa (KPK) and Punjab (GoKPK and GoPb) to achieve increased access to sustainable and more reliable electricity services for vulnerable communities. This outcome will be achieved through four components: (i) expanding access to renewable energy, notably micro-hydropower (MHP) plants in rural off-grid areas of KPK, and decentralized solar plants for education and primary health care facilities (PHFs) in KPK and Punjab; (ii) providing women and girls with increased opportunities to obtain energy services and benefits; (iii) enhancing institutional capacity to foster sustainability; and (iv) promoting public sector energy efficiency in Punjab.",Active,http://www.adb.org/projects/49056-002/main,02 Mar 2017,225420000.0,1,2017,Energy,Yes
Regional,Regional,Pacific Renewable Energy Investment Facility (formerly Pacific Renewable Energy Investment Program),"Pacific Small Island Developing States (SIDS) are heavily dependent on diesel for power generation, which has resulted in high electricity tariffs. The average supply cost for electricity across the Pacific is $0.47/kilo-watt hour (kWh), which is high by international standards. However, this increases significantly for the smaller, more isolated SIDS where the high cost of electricity is negatively impacting economic growth. Over reliance on imported fuel also depletes limited foreign reserves and exposes the SIDS economies to diesel price spikes. The investment program will target seven of the smaller Pacific SIDS with a combined population of around 500,000. All targeted SIDS have populations less than 200,000, with four less than 55,000.Pacific SIDS have recognized the need to structurally shift power generation from diesel to renewable energy and all have aggressive national renewable energy targets, in some cases of up to 100%. While the seven target SIDS are endowed with cost-competitive renewable energy resources, lack of access to adequate funding has limited the uptake of renewable energy, and most SIDS have been unable to secure sufficient funding to significantly increase the renewable energy share of generation. In order to fill the financing gap, Pacific SIDS are encouraging private sector in the form of independent power providers (IPPs) to invest in the sector, however there are significant barriers to entry of the private sector. Additionally, SIDS face significant capacity barriers to plan, design, implement and manage renewable energy investments. Ongoing sector reform is required to encourage the structural shift to renewable energy. In general, Pacific SIDS are not currently on track to meet their aggressive renewable energy targets. If all proposed renewable energy projects with secure financing in the target SIDS are constructed, two SIDS would have over 40% renewable energy, however 4 of 8 would still only have less than 5% renewable energy.",Active,http://www.adb.org/projects/49450-001/main,24 Nov 2016,5000000.0,1,2016,Energy,Yes
Regional,Regional,2017 International Comparison Program for Asia and the Pacific,"This TA intends to support the next round of the International Comparison Program (ICP) in Asia and the Pacific region by coordinating all activities related to the collection of prices until calculation of purchasing power parities and related aggregates for participating economies in the region. It is expected that all 23 economies that were part of ICP 2011 will also be part of the next ICP round._To estimate the PPPs, the ICP requires undertaking price collection surveys of a large number of household and non-household consumption items that are comparable based on structured product descriptions (SPDs) across participating economies, and a breakdown of the national gross domestic product into detailed expenditure categories per the ICP classification of goods and services. The UN Statistical Commission also recommended adopting gradually a flexible 'rolling benchmark_ approach for estimating the PPPs, with price collection surveys spread over a cycle of three-years starting from the 2017 comparison. It has also recommended exploring a closer alignment of the ICP and Consumer Price Index (CPI) surveys in order to reduce the burden on countries, and to enhance the quality of price statistics in general and linking the ICP capacity building activities to efforts to enhance statistical capacity for monitoring the Sustainable Development Goals (SDGs).The Asian Development Bank (ADB) through the Development Economics and Indicators Division (ERDI) of the Economics Research and Regional Cooperation Department (ERCD) has been the regional coordinator of the ICP in Asia and the Pacific region since 2003._As regional coordinator, the ADB has successfully coordinated the 2005 and 2011 benchmark rounds of the ICP. ADB-ERCD's work has been recognized by all partners as critical to the success of the ICP. Hence, there is demand from all stakeholders for ADB-ERCD to continue playing the role of regional coordinator for the Asia Pacific region._Continued engagement in the ICP has been enabling the ERDI to continue its collaborative statistical work with national and international organizations (the national statistical offices and the World Bank in particular). Regional coordination has also helped ERDI integrate its initiatives in improving the statistical capacity (in surveys, data processing and analysis of price statistics and national accounts, and related fields) in ADB developing member economies (DMEs)._As such, the next ICP round provides a unique opportunity for ADB to continue its efforts toward strengthening the statistical capacity of DME's national statistical offices in collecting and examining ICP price data; to facilitate collective efforts of all participating DMEs to improve methods for data collection, and to increase the reliability and availability of PPPs and national accounts expenditure estimates for better and informed policy-making.",Closed,http://www.adb.org/projects/50233-001/main,24 Nov 2016,2500000.0,1,2016,Public sector management,No
Regional,Regional,Supporting Implementation of Environment-Related Sustainable Development Goals in Asia and the Pacific,"The TA will build on ADB's previous support for achieving MDG7 (environmental sustainability) in Asia and the Pacific, and will align with Strategy 2030 (under preparation) to support DMCs in implementing actions on the environment-related SDGs. The TA will also work with regional partners such as Economic and Social Commission for Asia and the Pacific (ESCAP) and United Nations Environment Programme (UNEP), both of which have mandates to support countries to implement the SDGs. The TA also complements the regional TA on Agenda 2030 and the SDG, as both will help ADB support SDG implementation and develop Strategy 2030, but focuses on implementing environment-related SDGs.",Closed,http://www.adb.org/projects/50158-001/main,24 Nov 2016,1000000.0,1,2016,"Agriculture, natural resources and rural development",Yes
India,South Asia,Assam Power Transmission Improvement Project,"Government of Assam and Assam Electricity Grid Corporation Limited (AEGCL) informed ADB that number of subprojects from 13th Development Plan have been shortlisted and included in the proposed Assam Power Transmission Improvement Project (APTIP) with an estimated total project cost at around $670 million. The project plans to add significant transmission capacity in Assam as well as improve overall network efficiency and reliability. AEGCL through Government of Assam and Government of India is planning to request ADB for a loan up to $500 million to fund the project.Detailed project report (DPR) for APTIP was submitted to ADB. The following subprojects are identified for investments:(i) Construction of new grid substations (220/132 kV; 220/132/33 kV; 220/33 kV; 132/33 kV; and 132/11 kV);(ii) Augmentation of existing 220/132 kV substations by increasing transformers capacity;(iii) Conversion of existing substations with air insulated switchgear to gas insulated switchgear (220/132/33kV and 132/33 kV)(iv) Construction of 220 kV and 132 kV transmission lines; and(v) Augmentation and reconductoring of the existing 220 kV and 132 kV transmission linesADB is going to provide a project preparatory technical assistance (TA) to support the due diligence and preparatory work for the ensuing Assam Power Transmission Improvement Project. The TA will require total of 15 person-months of consulting services to help with project preparation. Individual consultants will be recruited to support the executing agency and ADB in conducting due diligence on financial management, financial and economic analysis, and safeguards (environment, involuntary resettlement, and indigenous peoples) as well as assisting the executing agency with contracting strategy and bid documents preparation. ADB intends to hire consultants as soon as possible, and conduct another mission to finalize the project concept, followed by further due diligence. Four international and two national consultants will be recruited. ADB will engage the consultants on an individual basis in accordance with its Guidelines on the Use of Consultants by ADB and its Borrowers, and other arrangements satisfactory to ADB for engaging individual consultants.",Closed,http://www.adb.org/projects/50048-001/main,24 Nov 2016,225000.0,1,2016,Energy,No
Pakistan,Central and West Asia,Pehur High Level Canal Extension Project (formerly Khyber Pakhtunkhwa Water Resources Project),"A sector loan project is proposed as the Government of KPP has a development plan to meet the priority development needs of the IAWR sector as included in the CDS up to 2017, and several subprojects were identified for new irrigated agriculture developments associated with small-medium dam constructions. Selection of the subprojects will be carried out during project implementation. The proposed project is in line with the Country Partnership Strategy, which includes water and irrigation as one of the core sectors, and focuses on the expansion of irrigated agriculture as well as the rehabilitation of irrigation systems. It is included in the Country Operations Business Plan. ADB is already financing improvement of irrigated agriculture over 2 million ha through a $700 million Punjab Irrigated Agriculture Investment Program (PIAIP), which includes upgrading the irrigation infrastructure, on-farm agricultural enhancement and institutional reforms.The impact of the proposed project is increased farm incomes and incomes of non-farm households engaged to agriculture in arid areas in KPP. The outcome is increased agriculture productivity in arid areas. The key outputs will be the following: (i) water supply capacities are increased in arid areas; (ii) water-use and farm-management capacities are increased in arid areas; and (iii) efficient and effective project management system is operational. The key issues in project design and implementation will be (i) to select feasible subprojects with due consideration given to security issue, sound economic viability, and requirement of land acquisition, resettlement, and compensation for cop losses during project implementation; and (iii) careful assessment and processing of the impact on environment and involuntary resettlement.",Active,http://www.adb.org/projects/47024-004/main,24 Aug 2017,60390000.0,1,2017,"Agriculture, natural resources and rural development",Yes
Bangladesh,South Asia,Skills for Employment Investment Program - Tranche 2,"The Skills for Employment Investment Program (SEIP) supports the government's ambitious skills development initiatives, which aim to enhance the productivity and employability of the growing workforce to reduce poverty and accelerate economic growth. The proposed Project 2 (2017-2021) aims to harness the evolving skills development system by strengthening training partnerships established under Project 1, while expanding the scope of skills training. Horizontally, Project 2 will expand its sectoral coverage of training from six to nine priority industries, bring in additional public and private training partners, and pilot upskilling training for Bangladesh migrant workers overseas. Vertically, Project 2 will upscale mid-level skills training (e.g., quality control personnel and supervisors) and introduce a new industry-specific managerial training program in response to the emerging ""middle-management gap."" Project 2 will also emphasize women's access to various skilling opportunities to promote their formal-sector employment and gender equality.",Active,http://www.adb.org/projects/42466-016/main,30 Mar 2017,84110000.0,1,2017,Education,No
People's Republic of China,East Asia,Hubei Yichang Comprehensive Elderly Care Demonstration Project,"The proposed technical assistance will support the project preparatory technical assistance for the Hubei Yichang Comprehensive Elderly Care Service Demonstration Project. This proposed public sector loan will develop the elderly care system and selected services including (i) community home care services and facilities; (ii) establishment of an ICT platform to integrate planning, monitoring and regulation across the sector; (iii) human resources training; (iv) institutional capacity building; and (v) development of a geriatric hospital to serve as a critical part of establishing a continuum of care for the elderly. The project preparatory technical assistance services will support the development of the project by working with Yichang Municipal Government and the Asian Development Bank team.",Closed,http://www.adb.org/projects/49309-001/main,20 Dec 2016,500000.0,1,2016,Education,No
Pakistan,Central and West Asia,Peshawar Sustainable Bus Rapid Transit Corridor Project Project Design Advance,"The project will contribute to developing a sustainable urban transport system (UTS) in Peshawar through the delivery of a bus rapid transit (BRT) corridor, focusing on accessibility and people's mobility needs. It will aim at organizing the urban growth and public space along the selected corridor through a transit-oriented urban development strategy integrating land-use, making the city more livable, providing a holistic solution for integrated urban mobility, and bearing a demonstration effect as no modern mass-transit system exists in the city yet.",Active,http://www.adb.org/projects/48289-003/main,05 Jan 2017,9360000.0,1,2017,Transport,Yes
Uzbekistan,Central and West Asia,Sustainable Hydropower Project,"1.The project will construct three new run-of-river small-sized hydropower plants (HPPs), and provide capacity development for mini/micro HPPs development in the Republic of Uzbekistan._The three sub-projects are selected based on technical and economic viability, and prioritized in the national investment program._The project will contribute to increasing renewable energy and access to reliable energy, and building capacity for sustainable clean energy development.",Closed,http://www.adb.org/projects/50130-001/main,15 Dec 2016,500000.0,1,2016,Energy,Yes
Regional,Regional,Greater Mekong Subregion Health Security Project,"The Greater Mekong Subregion (GMS) Health Security Project is composed of (i) four loans to Cambodia, the Lao PDR, Myanmar, and Viet Nam (CLMV); and (ii) a grant to the Lao PDR. The project builds on previous and ongoing interventions focusing on communicable disease control (CDC) in Cambodia, the Lao PDR, and Viet Nam; and now including Myanmar.The impact will be GMS public health security strengthened. The outcome will be GMS health system performance with regard to health security improved. The project has three outputs.""Output 1: Regional cooperation and communicable disease control in border areas improved.""Output 2: National disease surveillance and outbreak response systems strengthened. ""Output 3: Laboratory services and hospital infection prevention and control improved.",Active,http://www.adb.org/projects/48118-002/main,29 Mar 2017,8000000.0,1,2017,Health,No
Solomon Islands,The Pacific,Solar Power Development Project,,Active,http://www.adb.org/projects/48346-002/main,05 Apr 2017,1310000.0,1,2017,Energy,Yes
Cambodia,South East Asia,"Inclusive Financial Sector Development Program, Subprogram 1","Based on successful implementation of the past and ongoing ADB Financial Sector Programs (FSP I, II, and III),_with effective and flexible ways of converting complex policy objectives into implementable policy actions, the government requested continuing ADB support to the finance sector through a policy-based loan. 2 The proposed programmatic approach for a total of $30 million equivalent from the Asian Development Fund (ADF), which will comprise two subprograms, is included in the country operations business plan (COBP), 2013-2015. It will be designed within the framework of the Financial Sector Development Strategy (FSDS), 20112-020 updated under the FSP III.",Active,http://www.adb.org/projects/44263-013/main,14 Feb 2017,38630000.0,1,2017,Finance,No
Regional,Regional,"Regional Project Development Support for the South Asia Subregional Economic Cooperation Operational Plan, 2016-2025","The TA seeks to support the implementation of the SASEC Operational Plan 20162025, and to support new initiatives to address emerging development issues and opportunities in the SASEC countries. The operational plan lists 40 projects worth around $25 billion being considered for ADB financing from 20162018. A number of these projects require further work (e.g., scoping, pre-feasibility studies). The operational plan also contains a long list of potential projects which the TA will further work on to develop a firm pipeline through 2025. Moreover, emerging issues and opportunities in SASEC will require studies and analytical work to determine possible new approaches and initiatives consistent with the strategic objectives and priorities of the operational plan. These include ports-led connectivity, economic corridor development, and links to Southeast Asia via Myanmar, which is expected to become a member of SASEC. The TA will cover the following: (i) support for project identification, scoping, and preliminary assessments; (ii) RCI studies and other analytical work to address key development issues in the subregion, including the preparation of framework agreements on new initiatives; and (iii) conferences, workshops, and other outreach activities on RCI, economic corridor, and other priority initiatives. The first will help refine the initial list of potential projects in the operational plan towards developing a firm pipeline of well-formulated projects through SASEC 2025. The second will generate analytical work on emerging issues in SASEC as the basis for framing new initiatives, including cross-sectoral and multi-stakeholder programs (i.e., economic corridor development). The third will provide the forums to disseminate the results of studies; promote awareness of issues and discuss possible approaches or initiatives; and share knowledge, experiences, and good practices.",Closed,http://www.adb.org/projects/50250-001/main,15 Nov 2016,7000000.0,1,2016,Education,No
People's Republic of China,East Asia,Chongqing Integrated Logistics Demonstration Project,"The project will develop a modern and efficient multimodal logistics system in Chongqing. The outputs of the project will be (i) the Chongqing transportation logistics park, (ii) the Nanpeng logistics park, (iii) the Yangtze River inland waterway roll-on roll-off (Ro-Ro) operations, (iv) a logistics information system, and (v) institutional capacity building.The proposed project is the third urban development project in Chongqing. Lessons from past and ongoing projects were incorporated in the project design, such as devolving more responsibilities to the implementing agency while strengthening its project management and financial management capacity. The proposed project will have demonstration features, namely integrated logistics parks, logistics information system, and inland waterway Ro-Ro operations. These features are all relatively new for logistics projects in the PRC, and their successful introduction through this project will offer opportunities for replication and scaling up. Integrated logistics functions and services in the new logistics parks will reduce wasteful freight movements. Logistics information services will enable logistics service providers, such as freight forwarding companies, to increase efficiency and reduce costs through better tracking and control over the supply chain. Ro-Ro operations will reduce the time and costs of transshipments, incentivizing freight movement on inland waterways.The project is consistent with the plans of the Government of the PRC to develop the logistics sector and is in line with the Thirteenth Five-Year Plan. The project is also closely aligned with the government s priorities to develop the Yangtze River Economic Belt and the Silk Road Economic Belt initiative. The project's focus on logistics development is in line with the Sustainable Transport Initiative of the Asian Development Bank (ADB), which highlights logistics improvements as an important opportunity for sustainable transport operations. The project also draws on the recommendations of the previous ADB study on logistics development in the PRC.",Active,http://www.adb.org/projects/48024-002/main,15 Aug 2017,93840000.0,1,2017,Transport,No
People's Republic of China,East Asia,Vocational Education-Enterprise Collaboration for Student Employment-Based Poverty Reduction in Gansu,"The policy and advisory technical assistance (TA) aims to improve TVET-enterprise collaboration for student employment-based poverty reduction in Gansu province and to contribute practical experience and mechanisms toward wider poverty reduction through TVET education and employment in poorer parts of the PRC. Specifically, the TA would undertake policy analysis, multi-stakeholder surveys, in-depth field interviews, gender disaggregated data collection, TVET trainee tracking (admission to completion or certification and job placement), domestic experience exchanges and a domestic study tour, together with substantial consultation with domestic and international TVET education programs, government education and poverty reduction agencies at all levels, state-owned and private sector enterprises and specialists to (i) review relevant PRC and international policies, practices and experience on TVET-enterprise collaboration leading to better graduate job placement for poor students; (ii) interview relevant organizations and analyze available government education, employment, internship and apprenticeship data and poverty card records, to design and conduct well targeted surveys, interviews and small group discussions with TVET teachers, career advisors, poor students and their families, staff of industry associations, public and private sector enterprises and labor recruitment organizations within Gansu and in the East-West Poverty Reduction partner metropolis of Tianjin in the eastern PRC, to assess the status, capacity, interest, needs and recommendations of the 17 participating TVET schools, students, and partner enterprises in the Gansu TVET Modern Apprenticeship Scheme survey; (iii) develop a stronger TVET-enterprise cooperation framework for student employment based poverty reduction, including mechanisms, measures and methods for staff training and student contracting in the form of operational guidelines, procedures, monitoring criteria and indicators, sample contracts and a gender sensitive training manual; new incentives such as ranking and resourcing TVET schools based on the employment rating of graduates; and draw on these lessons to provide policy recommendations for enhanced scheme operation and improved student employment; and (iv) strengthen knowledge about the Gansu TVET-enterprise collaboration framework for student employment based poverty reduction. TA findings would be disseminated widely through stakeholder meetings, bilingual reports, media articles and knowledge products.",Closed,http://www.adb.org/projects/50034-001/main,07 Dec 2016,400000.0,1,2016,Education,No
Mongolia,East Asia,Sustainable Tourism Development Project,"This TA is to support the Government of Mongolia for preparation of a proposed loan, the Sustainable Tourism Development Project. The proposed project will help transform two national parks in Khuvsgul and Khentii aimags (provinces) as models for economically inclusive tourism and conservation in the protected area network, by improving park infrastructure, sanitation, and capacity to sustainably manage tourism growth. The designs emphasize tourism benefits for communities, protection of natural capital, and climate-resilient facilities, and, and scale up from previous grant projects in each park.",Closed,http://www.adb.org/projects/50013-001/main,22 Dec 2016,650000.0,1,2016,"Agriculture, natural resources and rural development",Yes
Timor-Leste,South East Asia,Dili to Baucau Highway Project,,Active,http://www.adb.org/projects/50211-001/main,02 May 2017,44480000.0,1,2017,Transport,No
Uzbekistan,Central and West Asia,Tashkent Province Water Supply Development Project,"The project will support the Government of Uzbekistan in the rehabilitation of a regional water supply system located in two districts of Tashkent Province. Responding directly to the needs of urban communities, it will upgrade existing water supply networks, provide potable water treatment services, build institutional capacity, and assist to strengthen the province's water supply and wastewater utility",Active,http://www.adb.org/projects/46135-004/main,29 Aug 2017,79060000.0,1,2017,Water and other urban infrastructure and services,Yes
Armenia,Central and West Asia,Infrastructure Sustainability Support Program (Phase 2),"Using a programmatic approach with a policy-based loan providing budget support ensures leverage for multi-sectoral reforms, whilst at the same time providing sufficient flexibility to adjust the program as the situation demands. In addition, the policy-based loan supports reforms and, in tandem, also helps finance the fiscal deficit and ring-fence specific expenses related to the scope of the proposed reforms. The program will have two subprograms and combined with TA, will support policy reforms and capacity building in the implementing and executing agencies. Subprogram 1 will focus on reviewing the economic regulator to increase independence, transparency and accountability; increasing funding for maintenance expenditure and ensuring financial viability of commercial entities in the water and power sectors; and introducing operational reforms to improve the efficiency of the transport and water government agencies, and encouraging competition in the power sector. Subprogram 2 will focus on rolling out program budgeting reforms across government, with specific support to MOENR, MOTC and SCWE; implementing the changes recommended for the economic regulator, including increased funding; entrenching increased funding for maintenance activities; and concrete actions to implement operational reforms.",Closed,http://www.adb.org/projects/46220-006/main,27 Dec 2016,90000000.0,1,2016,Energy,Yes
Indonesia,South East Asia,Fiscal and Public Expenditure Management Program (Subprogram 1),"FPEMP supports the government's commitment to reduce household income inequality, and represents a medium- to long-term partnership between the Asian Development Bank (ADB) and the government. The government's priority areas to reduce income inequality include (i) aligning medium-term expenditure and programs with its national medium-term development plan (RPJMN) and Sustainable Development Goals (SDGs) targets, (ii) enhancing the national public expenditure systems to improve quality of spending, and (iii) improving fiscal transfers and subnational governments' spending to promote better public service delivery.",Closed,http://www.adb.org/projects/50168-001/main,06 Dec 2016,500000000.0,1,2016,Public sector management,No
Regional,Regional,Support to the Association of Southeast Asian Nations Economic Community,,Active,http://www.adb.org/projects/50172-002/main,10 Nov 2016,5000000.0,1,2016,Finance,No
