Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Adaptation Finance ($ million),Mitigation Finance ($ million),Type of Financing,Currency,Project URL
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,ADB funds,Regional Cooperation and Integration Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,0.250,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,ADB funds,TASF,0.500,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,0.250,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,ADB funds,TASF,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,0.250,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.925,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,0.475,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,0.450,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Global Environment Facility,0.069,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
12-Jul-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,6.270,KSTA,Technical assistance,6744,ADB funds,TASF,2.250,Energy,Energy,Mitigation,Medium,,2.000,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
10-Dec-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,ADB funds,TASF,1.720,Energy,Energy,Mitigation,Medium,,1.720,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
12-Jul-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),1.000,Energy,Energy,Mitigation,Medium,,1.000,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
12-Jul-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,Cofinancing (Full administration),Climate Investment Funds (Strategic Climate Fund),0.500,Energy,Energy,Mitigation,Medium,,0.500,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
12-Jul-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,Cofinancing (Full administration),Spanish Cooperation Fund for Technical Assistance,0.300,Energy,Energy,Mitigation,Medium,,0.300,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
10-Dec-2021,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.500,Energy,Energy,Mitigation,Medium,,0.500,Technical Assistance,USD,https://www.adb.org/projects/55124-001/main
14-Jul-2021,55056-001,Scaling Up the East-Australasian Flyway Initiative,BAN; CAM; INO; MAL; MON; PHI; PRC; REG; THA; VIE,Bangladesh; Cambodia; Indonesia; Malaysia; Mongolia; Philippines; People's Republic of China; Regional; Thailand; Viet Nam,Regional,SDCC,SDTC,Sovereign,1.000,KSTA,Technical assistance,6746,ADB funds,TASF,0.200,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/55056-001/main
14-Jul-2021,55056-001,Scaling Up the East-Australasian Flyway Initiative,BAN; CAM; INO; MAL; MON; PHI; PRC; REG; THA; VIE,Bangladesh; Cambodia; Indonesia; Malaysia; Mongolia; Philippines; People's Republic of China; Regional; Thailand; Viet Nam,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6746,ADB funds,Regional Cooperation and Integration Fund,0.800,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,0.100,,Technical Assistance,USD,https://www.adb.org/projects/55056-001/main
06-Aug-2021,54447-001,Integrated Framework for Cost-Effective Disaster Risk Management,PRC,People's Republic of China,East Asia,EARD,EASS,Sovereign,1.360,KSTA,Technical assistance,6748,ADB funds,Regional Cooperation and Integration Fund,0.320,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,High,0.170,,Technical Assistance,USD,https://www.adb.org/projects/54447-001/main
06-Aug-2021,54447-001,Integrated Framework for Cost-Effective Disaster Risk Management,PRC,People's Republic of China,East Asia,EARD,EASS,Sovereign,,KSTA,Technical assistance,6748,ADB funds,TASF,1.040,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,High,0.085,,Technical Assistance,USD,https://www.adb.org/projects/54447-001/main
19-Jul-2021,54455-001,Developing Private Sector Next-Generation Renewable Energy Opportunities in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,0.800,KSTA,Technical assistance,6751,Cofinancing (Full administration),Climate Investment Funds (Clean Technology Fund),0.800,Energy,Energy,Mitigation,Low,,0.800,Technical Assistance,USD,https://www.adb.org/projects/54455-001/main
29-Jul-2021,55059-001,Improving Infrastructure Sustainability Through Better Asset Management,REG,Regional,Regional,SDCC,SDTC,Sovereign,0.550,KSTA,Technical assistance,6756,ADB funds,TASF,0.300,Transport,Transport,Dual-use,Low,0.044,0.027,Technical Assistance,USD,https://www.adb.org/projects/55059-001/main
29-Jul-2021,55059-001,Improving Infrastructure Sustainability Through Better Asset Management,REG,Regional,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6756,Cofinancing (Full administration),Netherlands Trust Fund under the Water Financing Partnership Facility,0.250,Transport,Water and other urban infrastructure and services,Dual-use,Low,0.018,0.011,Technical Assistance,USD,https://www.adb.org/projects/55059-001/main
29-Jul-2021,55059-001,Improving Infrastructure Sustainability Through Better Asset Management,REG,Regional,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6756,Cofinancing (Full administration),Netherlands Trust Fund under the Water Financing Partnership Facility,,Transport,"Agriculture, natural resources and rural development",Dual-use,Low,0.018,0.011,Technical Assistance,USD,https://www.adb.org/projects/55059-001/main
31-Dec-2021,53067-004,"Supporting Capacity for Affordable Housing Delivery (attached TA to Inclusive, Resilient, and Sustainable Housing for Urban Poor Sector Project in Tamil Nadu)",IND,India,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,6766,ADB funds,TASF,1.500,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/53067-004/main
15-Sep-2021,44934-031,Microinsurance for Climate Change and Disaster Resilience: Capacity Building and Implementation Support,REG,Regional,Regional,PSOD,PSFI,Nonsovereign,1.500,TRTA,Technical assistance,6775,Cofinancing (Full administration),Asia Pacific Climate Finance Fund,1.500,Finance,Finance,Mitigation,Medium,,1.500,Technical Assistance,USD,https://www.adb.org/projects/44934-031/main
16-Nov-2021,42267-032,Promoting Smart and Integrated Urban Planning for Livability and Cultural Economy in Rajasthan,IND,India,South Asia,SARD,SAUW,Sovereign,0.750,KSTA,Technical assistance,6779,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.750,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,0.035,0.028,Technical Assistance,USD,https://www.adb.org/projects/42267-032/main
20-Oct-2021,55046-001,Scaling Up Climate Financing and Carbon Neutrality in Hainan,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,0.400,KSTA,Technical assistance,6781,ADB funds,Financial Sector Development Partnership Special Fund,0.100,Finance,Finance,Mitigation,Low,,0.100,Technical Assistance,USD,https://www.adb.org/projects/55046-001/main
20-Oct-2021,55046-001,Scaling Up Climate Financing and Carbon Neutrality in Hainan,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,,KSTA,Technical assistance,6781,ADB funds,TASF,0.300,Finance,Finance,Mitigation,Low,,0.300,Technical Assistance,USD,https://www.adb.org/projects/55046-001/main
03-Nov-2021,53264-001,Enhancing Market Linkages for Farmer Producer Organizations (attached TA to Maharashtra Agribusiness Network Project),IND,India,South Asia,SARD,SAER,Sovereign,,TRTA,Technical assistance,6782,ADB funds,TASF,0.500,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/53264-001/main
03-Nov-2021,53264-001,Enhancing Market Linkages for Farmer Producer Organizations (attached TA to Maharashtra Agribusiness Network Project),IND,India,South Asia,SARD,SAER,Sovereign,,TRTA,Technical assistance,6782,Cofinancing (Full administration),Japan Fund for Poverty Reduction,2.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/53264-001/main
22-Oct-2021,55033-001,Research on Addressing Climate Change in Ningxia through the Use of Science and Technology,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,0.300,KSTA,Technical assistance,6783,ADB funds,TASF,0.300,Energy,Energy,Dual-use,High,0.023,0.053,Technical Assistance,USD,https://www.adb.org/projects/55033-001/main
22-Oct-2021,55033-001,Research on Addressing Climate Change in Ningxia through the Use of Science and Technology,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,,KSTA,Technical assistance,6783,ADB funds,TASF,,Energy,"Agriculture, natural resources and rural development",Dual-use,High,0.023,0.053,Technical Assistance,USD,https://www.adb.org/projects/55033-001/main
22-Oct-2021,55033-001,Research on Addressing Climate Change in Ningxia through the Use of Science and Technology,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,,KSTA,Technical assistance,6783,ADB funds,TASF,,Energy,Industry and trade,Dual-use,High,0.023,0.053,Technical Assistance,USD,https://www.adb.org/projects/55033-001/main
22-Oct-2021,55033-001,Research on Addressing Climate Change in Ningxia through the Use of Science and Technology,PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,,KSTA,Technical assistance,6783,ADB funds,TASF,,Energy,Information and communication technology,Dual-use,High,0.023,0.053,Technical Assistance,USD,https://www.adb.org/projects/55033-001/main
21-Oct-2021,55036-001,Promoting Innovative Financing for Ecosystem Protection and Restoration,PRC,People's Republic of China,East Asia,EARD,EAPF,Sovereign,0.600,KSTA,Technical assistance,6794,ADB funds,TASF,0.300,Finance,Finance,Dual-use,Low,,,Technical Assistance,USD,https://www.adb.org/projects/55036-001/main
21-Oct-2021,55036-001,Promoting Innovative Financing for Ecosystem Protection and Restoration,PRC,People's Republic of China,East Asia,EARD,EAPF,Sovereign,,KSTA,Technical assistance,6794,ADB funds,Financial Sector Development Partnership Special Fund,0.150,Finance,Finance,Dual-use,Low,,,Technical Assistance,USD,https://www.adb.org/projects/55036-001/main
21-Oct-2021,55036-001,Promoting Innovative Financing for Ecosystem Protection and Restoration,PRC,People's Republic of China,East Asia,EARD,EAPF,Sovereign,,KSTA,Technical assistance,6794,ADB funds,Climate Change Fund,0.150,Finance,Finance,Dual-use,Low,0.025,0.025,Technical Assistance,USD,https://www.adb.org/projects/55036-001/main
21-Oct-2021,55036-001,Promoting Innovative Financing for Ecosystem Protection and Restoration,PRC,People's Republic of China,East Asia,EARD,EAPF,Sovereign,,KSTA,Technical assistance,6794,ADB funds,Climate Change Fund,,Finance,"Agriculture, natural resources and rural development",Dual-use,Low,0.050,0.050,Technical Assistance,USD,https://www.adb.org/projects/55036-001/main
29-Oct-2021,55227-002,Preparing the Hydro Taveuni Hydropower Project,FIJ,Fiji,Pacific,PARD,SPSO; PSIF2,Nonsovereign,0.500,TRTA,Technical assistance,6798,ADB funds,TASF,0.500,Energy,Energy,Mitigation,Medium,,0.500,Technical Assistance,USD,https://www.adb.org/projects/55227-002/main
14-Dec-2021,55035-001,"Research for Demonstration of Carbon Capture, Utilization, and Storage Technologies in Industrial Sectors of Yunnan Province",PRC,People's Republic of China,East Asia,EARD,EASI,Sovereign,0.300,KSTA,Technical assistance,6799,ADB funds,TASF,0.300,Industry and trade,Industry and trade,Mitigation,Low,,0.300,Technical Assistance,USD,https://www.adb.org/projects/55035-001/main
05-Nov-2021,55079-002,"Promoting Increased Renewable Energy Deployment, Energy Efficiency, and Power System Resilience",SRI,Sri Lanka,South Asia,SARD,SAEN,Sovereign,1.100,TRTA,Technical assistance,6808,ADB funds,TASF,1.000,Energy,Energy,Dual-use,Low,0.200,0.400,Technical Assistance,USD,https://www.adb.org/projects/55079-002/main
11-Nov-2021,49177-002,Capacity Building of Electricidade de Timor-Leste in Distribution Network Operation and Maintenance (attached TA to Power Distribution Modernization Project),TIM,Timor-Leste,Southeast Asia,SERD,SEEN,Sovereign,,TRTA,Technical assistance,6813,ADB funds,TASF,TBD,Energy,Energy,Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/49177-002/main
31-Dec-2021,53262-001,Capacity Development for the Agartala City Urban Development Project (attached TA to the Agartala City Urban Development Project),IND,India,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,6814,ADB funds,TASF,1.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,0.100,,Technical Assistance,USD,https://www.adb.org/projects/53262-001/main
17-Dec-2021,54465-001,Knowledge Services for Industrial Corridor Development Program (attached TA to Industrial Corridor Development Program (Subprogram 1)),IND,India,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6817,ADB funds,TASF,1.000,Industry and trade,Industry and trade,Adaptation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/54465-001/main
21-Dec-2021,55217-001,Enhancing Climate Resilience in the Pyanj River Basin,TAJ,Tajikistan,Central and West Asia,CWRD,CWER,Sovereign,1.300,TRTA,Technical assistance,6824,ADB funds,Climate Change Fund,0.300,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,0.300,,Technical Assistance,USD,https://www.adb.org/projects/55217-001/main
21-Dec-2021,55217-001,Enhancing Climate Resilience in the Pyanj River Basin,TAJ,Tajikistan,Central and West Asia,CWRD,CWER,Sovereign,,TRTA,Technical assistance,6824,ADB funds,TASF,1.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,1.000,,Technical Assistance,USD,https://www.adb.org/projects/55217-001/main
12-Nov-2021,55070-001,Preparing Clean and Renewable Energy Investments in the Pacific,FSM; REG; RMI; SOL,Federated States of Micronesia; Regional; Marshall Islands; Solomon Islands,Pacific,PARD,PAEN,Sovereign,3.000,TRTA,Technical assistance,6826,ADB funds,TASF,3.000,Energy,Energy,Mitigation,Low,,3.000,Technical Assistance,USD,https://www.adb.org/projects/55070-001/main
21-Dec-2021,54336-001,Capacity Development for Post-COVID-19 Small-Scale Employment Creation (attached TA to Supporting Post-COVID-19 Small-Scale Employment Creation Project),BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6829,ADB funds,TASF,0.900,Finance,Finance,Adaptation,Low,0.015,,Technical Assistance,USD,https://www.adb.org/projects/54336-001/main
22-Dec-2021,53199-001,Technical Support and Capacity Development in Urban Planning (attached TA to Livable Cities Investment Project),CAM,Cambodia,Southeast Asia,SERD,SEUW,Sovereign,,TRTA,Technical assistance,6830,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/53199-001/main
22-Nov-2021,55140-001,"Southeast Asia Energy Sector Development, Investment Planning and Capacity Building Facility, Phase 2",CAM; INO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,2.760,TRTA,Technical assistance,6833,ADB funds,TASF,2.500,Energy,Energy,Dual-use,Low,0.500,2.000,Technical Assistance,USD,https://www.adb.org/projects/55140-001/main
22-Nov-2021,55140-001,"Southeast Asia Energy Sector Development, Investment Planning and Capacity Building Facility, Phase 2",CAM; INO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,TRTA,Technical assistance,6833,ADB funds,Climate Change Fund,0.260,Energy,Energy,Dual-use,Low,0.260,,Technical Assistance,USD,https://www.adb.org/projects/55140-001/main
28-Dec-2021,34418-024,Support to Southwest Area Integrated Water Resources Planning and Management Project – Additional Financing,BAN,Bangladesh,South Asia,SARD,BRM,Sovereign,1.000,TRTA,Technical assistance,6834,ADB funds,TASF,1.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,1.000,,Technical Assistance,USD,https://www.adb.org/projects/34418-024/main
23-Nov-2021,52320-004,Capacity Building for Presidente Nicolau Lobato International Airport Expansion Project,TIM,Timor-Leste,Southeast Asia,SERD,SETC,Sovereign,0.200,TRTA,Technical assistance,6836,ADB funds,TASF,0.200,Transport,Transport,Adaptation,Low,0.040,,Technical Assistance,USD,https://www.adb.org/projects/52320-004/main
17-Dec-2021,52045-001,Institutional Capacity Support for Modern Utility Management (attached TA to Tashkent Province Sewerage Improvement Project),UZB,Uzbekistan,Central and West Asia,CWRD,CWUW,Sovereign,,TRTA,Technical assistance,6837,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.400,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/52045-001/main
17-Dec-2021,52045-001,Institutional Capacity Support for Modern Utility Management (attached TA to Tashkent Province Sewerage Improvement Project),UZB,Uzbekistan,Central and West Asia,CWRD,CWUW,Sovereign,,TRTA,Technical assistance,6837,Cofinancing (Full administration),Spanish Cooperation Fund for Technical Assistance,0.400,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/52045-001/main
31-Dec-2021,38272-044,Enhancing Climate Resilience in Uttarakhand Urban Development (attached TA to Uttarakhand Integrated and Resilient Urban Development Project),IND,India,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,6840,ADB funds,Climate Change Fund,0.750,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,0.750,,Technical Assistance,USD,https://www.adb.org/projects/38272-044/main
31-Dec-2021,38272-044,Enhancing Climate Resilience in Uttarakhand Urban Development (attached TA to Uttarakhand Integrated and Resilient Urban Development Project),IND,India,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,6840,ADB funds,TASF,0.250,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,0.250,,Technical Assistance,USD,https://www.adb.org/projects/38272-044/main
27-Nov-2021,55064-002,Integrating Climate Resilience in the Water Sector,REG,Regional,Regional,SDCC,SDSC-WAT,Sovereign,2.000,KSTA,Technical assistance,6841,ADB funds,Climate Change Fund,2.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,1.000,,Technical Assistance,USD,https://www.adb.org/projects/55064-002/main
27-Nov-2021,55064-002,Integrating Climate Resilience in the Water Sector,REG,Regional,Regional,SDCC,SDSC-WAT,Sovereign,,KSTA,Technical assistance,6841,ADB funds,Climate Change Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,1.000,,Technical Assistance,USD,https://www.adb.org/projects/55064-002/main
18-Dec-2021,54328-001,Unlocking the Potential for Climate Change- and Disaster-Resilient Multisector Provincial Projects,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,1.500,TRTA,Technical assistance,6843,ADB funds,Climate Change Fund,0.500,Transport,"Agriculture, natural resources and rural development",Adaptation,High,0.500,,Technical Assistance,USD,https://www.adb.org/projects/54328-001/main
18-Dec-2021,54328-001,Unlocking the Potential for Climate Change- and Disaster-Resilient Multisector Provincial Projects,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,,TRTA,Technical assistance,6843,ADB funds,TASF,1.000,Transport,Water and other urban infrastructure and services,Adaptation,High,0.500,,Technical Assistance,USD,https://www.adb.org/projects/54328-001/main
18-Dec-2021,54328-001,Unlocking the Potential for Climate Change- and Disaster-Resilient Multisector Provincial Projects,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,,TRTA,Technical assistance,6843,ADB funds,TASF,,Transport,Transport,Adaptation,High,0.500,,Technical Assistance,USD,https://www.adb.org/projects/54328-001/main
24-Dec-2021,54021-001,Promotion of the Northeast Asia Power System Interconnection,MON,Mongolia,East Asia,EARD,EASI,Sovereign,0.850,KSTA,Technical assistance,6845,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),0.500,Energy,Energy,Mitigation,Low,,0.500,Technical Assistance,USD,https://www.adb.org/projects/54021-001/main
24-Dec-2021,54021-001,Promotion of the Northeast Asia Power System Interconnection,MON,Mongolia,East Asia,EARD,EASI,Sovereign,,KSTA,Technical assistance,6845,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.350,Energy,Energy,Mitigation,Low,,0.350,Technical Assistance,USD,https://www.adb.org/projects/54021-001/main
25-Dec-2021,53109-001,Support to Operation and Maintenance and Financial Sustainability of Water Resources Infrastructure (attached TA to Climate- and Disaster-Resilient Irrigation and Drainage Modernization in the Vakhsh River Basin Project),TAJ,Tajikistan,Central and West Asia,CWRD,CWER,Sovereign,,TRTA,Technical assistance,6846,ADB funds,TASF,1.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,High,,,Technical Assistance,USD,https://www.adb.org/projects/53109-001/main
31-Dec-2021,55225-001,Preparing Climate-Resilient Agricultural and Natural Resources Development Projects,PAK,Pakistan,Central and West Asia,CWRD,CWER,Sovereign,3.000,TRTA,Technical assistance,6852,ADB funds,TASF,2.250,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/55225-001/main
31-Dec-2021,55225-001,Preparing Climate-Resilient Agricultural and Natural Resources Development Projects,PAK,Pakistan,Central and West Asia,CWRD,CWER,Sovereign,,TRTA,Technical assistance,6852,ADB funds,Climate Change Fund,0.750,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,0.750,,Technical Assistance,USD,https://www.adb.org/projects/55225-001/main
06-Dec-2021,55162-001,Strengthening Cooperation on Disaster Risk Management within the Association of Southeast Asian Nations,CAM; INO; LAO; MAL; PHI; THA; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Viet Nam,Southeast Asia,SDCC,SDCD,Sovereign,1.300,KSTA,Technical assistance,6853,ADB funds,Regional Cooperation and Integration Fund,0.500,Public sector management,Public sector management,Adaptation,Medium,0.200,,Technical Assistance,USD,https://www.adb.org/projects/55162-001/main
06-Dec-2021,55162-001,Strengthening Cooperation on Disaster Risk Management within the Association of Southeast Asian Nations,CAM; INO; LAO; MAL; PHI; THA; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Viet Nam,Southeast Asia,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,6853,Cofinancing (Full administration),Canadian Cooperation Fund,0.300,Public sector management,Public sector management,Adaptation,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/55162-001/main
